YEAR,MONTH,DAY,START_HOUR,END_HOUR,NORTH,QUEZON,KAMUNING,CUBAO,SANTOLAN,ORTIGAS,SHAW,BONI,GUADALUPE,BUENDIA,AYALA,MAGALLANES,TAFT,ACTIVITY
2012,6,18,12,13,4328,2265,1180,3164,621,827,2684,1066,2097,757,1262,1587,4553,ENTRY
2012,6,18,13,14,3925,1956,1164,3173,577,825,2676,1071,2147,724,1287,1531,4550,ENTRY
2012,6,18,14,15,3113,1916,1117,2973,717,1042,2714,1179,1914,951,1529,1784,4509,ENTRY
2012,6,18,15,16,2668,1843,1107,2919,720,1223,2923,1214,1971,1031,1971,1947,4561,ENTRY
2012,6,18,16,17,2790,2024,1236,3157,799,1476,3344,1439,1965,1592,2352,2672,5182,ENTRY
2012,6,18,17,18,3572,3025,1899,3609,1175,2306,4039,1979,2119,2525,3532,4443,5968,ENTRY
2012,6,18,18,19,3575,2704,1517,3802,908,2698,4585,2199,2173,2872,4332,4893,6489,ENTRY
2012,6,18,19,20,3591,2237,1081,3343,679,2217,3893,1844,1809,2118,3983,3923,5954,ENTRY
2012,6,18,20,21,3225,1432,771,2754,516,1369,3084,1480,1633,1222,3267,2646,3896,ENTRY
2012,6,18,21,22,2827,916,430,1887,191,979,2243,983,1148,734,2709,1419,2910,ENTRY
2012,6,18,22,23,22,67,54,168,31,216,475,353,432,294,870,655,670,ENTRY
2012,6,18,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,19,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,19,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,19,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,19,4,5,211,91,75,198,9,9,61,6,5,0,0,0,0,ENTRY
2012,6,19,5,6,4302,1867,1111,2367,152,188,1318,550,761,224,421,784,1998,ENTRY
2012,6,19,6,7,6988,4133,2117,3338,421,659,2757,1552,1965,582,1239,2226,5405,ENTRY
2012,6,19,7,8,9510,4916,2318,3045,660,1242,4121,2217,2744,794,1553,2803,8244,ENTRY
2012,6,19,8,9,8626,3466,1788,2192,724,1118,3838,1860,2784,643,1323,2755,8461,ENTRY
2012,6,19,9,10,7881,3672,1801,3919,656,967,3237,1428,2964,716,1317,2105,5943,ENTRY
2012,6,19,10,11,4570,2306,1364,3319,566,816,2646,1268,2332,799,1389,1998,4956,ENTRY
2012,6,19,11,12,4565,2129,1280,3336,614,942,2638,1220,2273,826,1513,1750,4885,ENTRY
2012,6,19,12,13,3871,2059,1201,3265,577,960,2929,1083,2141,838,1874,1634,4212,ENTRY
2012,6,19,13,14,3709,1857,1150,3095,577,1132,2973,1131,1990,799,1953,1583,4611,ENTRY
2012,6,19,14,15,3061,1902,1084,3023,551,1360,3017,1264,1944,1024,2497,1725,4655,ENTRY
2012,6,19,15,16,2475,1793,1090,2986,688,1498,3150,1306,1905,1280,2934,1933,4816,ENTRY
2012,6,19,16,17,2710,2340,1284,3198,772,1798,3610,1556,2086,1806,4572,2914,5306,ENTRY
2012,6,19,17,18,3428,3256,1786,3789,1218,2663,4300,2094,2433,2917,6316,4919,6507,ENTRY
2012,6,19,18,19,3773,3045,1382,4449,951,2945,4723,2320,2104,3189,6972,5252,6835,ENTRY
2012,6,19,19,20,3524,2258,1071,3481,690,2087,3953,1847,2018,2119,5193,4188,5963,ENTRY
2012,6,19,20,21,3240,1572,722,3023,507,1496,3301,1509,1662,1256,6055,2693,4263,ENTRY
2012,6,19,21,22,2831,1043,480,2073,201,1065,2274,1100,1221,799,4856,1692,3076,ENTRY
2012,6,19,22,23,36,55,37,148,16,217,504,390,408,320,883,705,706,ENTRY
2012,6,19,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ENTRY
2012,6,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,20,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,20,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,20,4,5,0,30,86,183,0,8,52,0,8,0,0,0,0,ENTRY
2012,6,20,5,6,4213,1981,1003,2341,160,191,1328,560,1051,238,426,750,2124,ENTRY
2012,6,20,6,7,9102,4387,2045,3496,423,671,2830,1545,2644,581,1109,2100,5235,ENTRY
2012,6,20,7,8,10140,5219,2404,2840,615,1167,4205,2193,4069,805,1445,2985,8555,ENTRY
2012,6,20,8,9,9884,4012,1928,3486,744,1161,3838,1890,3259,658,1315,2472,7922,ENTRY
2012,6,20,9,10,6322,2975,1910,3334,611,903,3139,1506,2997,676,1204,2080,5972,ENTRY
2012,6,20,10,11,4489,2251,1356,3230,631,767,2440,1199,2196,667,1209,1582,4791,ENTRY
2012,6,20,11,12,3790,2039,1202,2918,677,858,2794,1191,2172,787,1343,1572,4723,ENTRY
2012,6,20,12,13,4032,2175,1225,3293,590,1007,2750,1109,2119,823,1703,1451,4353,ENTRY
2012,6,20,13,14,3783,1998,1076,3272,579,1102,2885,1150,2146,822,1779,1536,4626,ENTRY
2012,6,20,14,15,2991,1763,1109,3058,653,1253,2974,1148,1953,986,2094,1730,4523,ENTRY
2012,6,20,15,16,2542,1915,1076,2946,614,1384,3141,1291,1952,1148,2569,1964,4756,ENTRY
2012,6,20,16,17,2717,2227,1253,3333,881,1738,3763,1541,2126,1847,3710,2840,5535,ENTRY
2012,6,20,17,18,3488,3251,1931,4039,1466,2745,4098,2173,2386,2805,5164,5064,6886,ENTRY
2012,6,20,18,19,3834,3048,1606,4194,1120,2837,4195,1982,2198,3159,6006,4948,6737,ENTRY
2012,6,20,19,20,3474,2267,1012,3585,739,2339,4077,1937,2252,2316,4930,4903,6338,ENTRY
2012,6,20,20,21,3306,1607,712,2827,625,1472,3152,1461,1652,1384,4677,3524,4923,ENTRY
2012,6,20,21,22,2826,1026,459,2251,203,1066,2310,1013,1314,798,4046,1961,3256,ENTRY
2012,6,20,22,23,35,80,65,239,43,233,548,497,521,358,935,733,732,ENTRY
2012,6,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,21,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,21,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,21,4,5,0,56,74,189,7,6,39,0,0,0,0,0,0,ENTRY
2012,6,21,5,6,3947,1840,973,2210,168,163,1226,533,1091,240,414,758,1886,ENTRY
2012,6,21,6,7,8826,4539,2096,3219,466,680,2776,1629,2614,539,1095,1953,5138,ENTRY
2012,6,21,7,8,9223,5060,2483,2845,643,1212,4178,2119,3725,818,1456,2887,8509,ENTRY
2012,6,21,8,9,10419,4303,2122,3256,668,1044,3757,1970,3491,669,1193,2582,7882,ENTRY
2012,6,21,9,10,6307,2872,1705,3473,568,824,3147,1510,2874,688,1219,2081,5741,ENTRY
2012,6,21,10,11,4520,2340,1281,2923,609,723,2363,1328,2400,733,1128,1734,4594,ENTRY
2012,6,21,11,12,4041,2033,1306,3176,614,870,2586,1144,2214,761,1303,1516,4411,ENTRY
2012,6,21,12,13,3757,1991,1076,3157,524,872,2696,1116,2006,747,1661,1381,4277,ENTRY
2012,6,21,13,14,3394,1873,1005,3194,565,917,2598,1127,2095,818,1746,1581,4129,ENTRY
2012,6,21,14,15,2854,1666,1024,2989,602,1111,2574,1103,1798,859,1945,1819,4375,ENTRY
2012,6,21,15,16,2565,1892,1020,2898,645,1199,2986,1222,1829,1059,2472,1805,4561,ENTRY
2012,6,21,16,17,2646,2197,1262,3171,901,1595,3480,1489,2167,1780,3842,3034,5063,ENTRY
2012,6,21,17,18,3456,3049,1778,4039,1385,2567,3778,2118,2237,2905,4980,5045,6553,ENTRY
2012,6,21,18,19,3668,2930,1427,3990,1012,2704,4440,2293,2074,3088,5087,4620,6948,ENTRY
2012,6,21,19,20,3273,2144,966,3411,706,2142,3970,1874,1997,2143,5453,4482,5853,ENTRY
2012,6,21,20,21,3440,1564,728,2815,577,1359,3035,1504,1603,1329,4467,2910,4234,ENTRY
2012,6,21,21,22,2726,1120,497,1995,222,1035,2275,1087,1311,754,4111,1601,3060,ENTRY
2012,6,21,22,23,0,20,31,100,25,228,480,420,410,318,824,609,746,ENTRY
2012,6,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,22,4,5,179,98,98,196,5,2,78,8,4,0,0,0,0,ENTRY
2012,6,22,5,6,3734,1651,1010,2170,155,154,1172,558,1049,211,420,765,1825,ENTRY
2012,6,22,6,7,8628,4079,1952,3334,411,621,2500,1453,2535,574,1171,1990,4545,ENTRY
2012,6,22,7,8,9616,5341,2321,3137,595,1102,3921,2166,3716,799,1313,2850,8206,ENTRY
2012,6,22,8,9,9873,4056,1952,3327,619,1052,3951,1834,3461,649,1300,2616,7608,ENTRY
2012,6,22,9,10,6384,3035,1761,3347,641,890,3115,1500,2922,640,1175,2008,6214,ENTRY
2012,6,22,10,11,4736,2326,1400,3026,594,768,2566,1244,2399,706,1180,1553,4440,ENTRY
2012,6,22,11,12,4099,2007,1144,3186,524,857,2565,1147,2064,747,1369,1547,4353,ENTRY
2012,6,22,12,13,4589,2298,1208,3521,602,853,2986,1215,2306,742,1703,1616,4556,ENTRY
2012,6,22,13,14,3962,2291,1170,3213,594,1012,2834,1203,2177,802,1791,1589,4816,ENTRY
2012,6,22,14,15,3358,2041,1187,3009,640,1196,2979,1193,1945,945,2123,1849,4669,ENTRY
2012,6,22,15,16,2931,2159,1276,3111,666,1448,3026,1468,2039,1341,2692,2270,5043,ENTRY
2012,6,22,16,17,2966,2278,1477,3444,925,1580,3640,1554,2289,1891,3838,3033,5631,ENTRY
2012,6,22,17,18,3748,3310,1999,4091,1326,2667,4561,2177,2624,3085,5219,5296,6927,ENTRY
2012,6,22,18,19,3977,3086,1583,4196,1063,2861,4665,2366,2365,2999,5687,5804,7460,ENTRY
2012,6,22,19,20,3873,2389,1006,3733,819,2194,4193,1883,2217,2083,4735,4702,6701,ENTRY
2012,6,22,20,21,3618,1772,827,3208,558,1417,3102,1612,1818,1423,4458,3678,4445,ENTRY
2012,6,22,21,22,2722,1186,499,2399,429,1092,2237,1133,1231,844,3333,1948,3564,ENTRY
2012,6,22,22,23,56,84,52,258,56,381,829,414,636,368,1982,633,818,ENTRY
2012,6,22,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,23,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,23,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,23,4,5,215,80,54,139,7,1,38,0,0,0,0,0,0,ENTRY
2012,6,23,5,6,2637,1163,711,1572,92,142,978,360,676,203,382,591,1363,ENTRY
2012,6,23,6,7,4395,2333,1072,2509,196,386,1904,996,1843,437,908,1538,3417,ENTRY
2012,6,23,7,8,5763,2761,1115,2497,277,509,2443,1341,2553,547,1076,1885,4545,ENTRY
2012,6,23,8,9,5131,2464,1110,2800,300,492,2814,1294,2479,477,930,1666,4329,ENTRY
2012,6,23,9,10,4584,2134,982,2965,317,485,2434,1174,2488,409,878,1418,4087,ENTRY
2012,6,23,10,11,3565,1641,855,2650,279,393,2035,1114,2057,334,975,1362,3389,ENTRY
2012,6,23,11,12,3651,1752,827,2935,325,556,2271,1128,2082,404,1138,1380,3695,ENTRY
2012,6,23,12,13,4096,1952,827,3368,405,784,2675,1249,2384,693,1528,1780,4362,ENTRY
2012,6,23,13,14,3361,1615,787,3038,384,751,2526,1113,2084,627,1663,1559,4233,ENTRY
2012,6,23,14,15,2868,1683,721,2821,408,808,2464,1023,1849,634,1833,1509,4150,ENTRY
2012,6,23,15,16,3019,1564,777,2935,381,922,2744,1245,2037,820,2211,1938,4500,ENTRY
2012,6,23,16,17,3197,1945,816,3362,508,1161,3320,1387,2111,1107,3056,2583,4642,ENTRY
2012,6,23,17,18,3568,2105,1103,3638,686,1322,3384,1465,2205,1173,3015,3216,5373,ENTRY
2012,6,23,18,19,3709,1791,878,3692,596,1406,3240,1244,1778,908,2837,2747,5675,ENTRY
2012,6,23,19,20,3571,1478,679,3201,512,1187,2802,1104,1578,581,2864,2013,4675,ENTRY
2012,6,23,20,21,2841,1143,564,2897,416,801,2066,825,1294,353,1952,1504,3364,ENTRY
2012,6,23,21,22,2461,741,284,2229,345,628,1643,546,773,258,1826,952,2687,ENTRY
2012,6,23,22,23,116,61,23,220,36,285,583,249,457,126,1460,418,605,ENTRY
2012,6,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,24,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,24,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,24,4,5,105,32,6,72,1,0,26,0,0,0,0,0,0,ENTRY
2012,6,24,5,6,1400,712,370,1040,60,63,521,191,384,106,223,338,912,ENTRY
2012,6,24,6,7,1961,1084,500,1354,129,189,980,458,860,225,517,731,1683,ENTRY
2012,6,24,7,8,2191,1047,509,1559,112,230,1245,538,1165,254,590,958,2132,ENTRY
2012,6,24,8,9,3026,1379,603,2036,170,214,1590,689,1662,230,520,894,2807,ENTRY
2012,6,24,9,10,3171,1408,663,2198,165,262,1640,771,1880,186,553,975,3170,ENTRY
2012,6,24,10,11,2804,1260,594,2103,180,299,1464,793,1654,177,583,916,3091,ENTRY
2012,6,24,11,12,3126,1372,641,2478,192,296,1704,802,1842,170,613,1063,3452,ENTRY
2012,6,24,12,13,2264,1074,524,2280,178,368,1621,683,1452,191,719,919,3082,ENTRY
2012,6,24,13,14,2494,1129,536,2205,191,473,1593,756,1625,196,929,846,3177,ENTRY
2012,6,24,14,15,2271,958,534,2189,160,558,1623,746,1573,267,1079,1057,3021,ENTRY
2012,6,24,15,16,2238,943,661,2138,204,637,1848,801,1590,288,1401,901,3263,ENTRY
2012,6,24,16,17,2464,982,633,2222,208,830,1867,917,1500,265,1430,1067,3303,ENTRY
2012,6,24,17,18,2562,1076,653,2438,283,672,1816,822,1364,278,1265,1084,3404,ENTRY
2012,6,24,18,19,2754,1057,597,2364,258,783,1892,664,1176,262,1636,1109,3386,ENTRY
2012,6,24,19,20,3099,907,528,2259,270,804,1932,613,1172,265,2109,949,3362,ENTRY
2012,6,24,20,21,2585,743,406,2399,324,693,1745,463,997,169,2214,778,2643,ENTRY
2012,6,24,21,22,2337,507,261,1602,105,645,1544,467,896,142,2526,634,2203,ENTRY
2012,6,24,22,23,44,24,24,104,19,119,189,106,246,71,389,252,462,ENTRY
2012,6,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,25,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,25,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,25,4,5,35,106,87,139,2,2,33,0,0,0,0,0,0,ENTRY
2012,6,25,5,6,4504,1851,1300,2022,181,125,1092,385,973,109,191,779,2367,ENTRY
2012,6,25,6,7,8156,4168,2232,3178,446,550,2553,1012,2539,339,707,2013,5851,ENTRY
2012,6,25,7,8,10217,4542,2666,1905,589,1022,2888,1969,3139,551,1069,2669,8118,ENTRY
2012,6,25,8,9,10214,4805,2455,2596,719,1189,3702,1747,3433,476,980,2648,8293,ENTRY
2012,6,25,9,10,7288,3350,2028,3647,641,844,3030,1184,2589,531,1050,2468,6475,ENTRY
2012,6,25,10,11,4680,2345,1471,3243,607,766,2574,1113,2204,720,1126,1904,5109,ENTRY
2012,6,25,11,12,4356,2038,1260,3211,673,883,2609,1124,2171,706,1272,1736,4835,ENTRY
2012,6,25,12,13,3660,1993,1178,3253,660,864,2659,1095,2092,756,1594,1666,4433,ENTRY
2012,6,25,13,14,3799,2092,1155,3083,701,892,2651,1156,2092,758,1607,1514,4605,ENTRY
2012,6,25,14,15,3122,1743,1103,2846,709,1093,2725,1229,2025,940,1970,1910,4631,ENTRY
2012,6,25,15,16,2664,1737,1101,2976,692,1282,2968,1351,1915,1156,2501,1916,4658,ENTRY
2012,6,25,16,17,2755,1951,1194,3058,671,1256,3081,1480,2103,1713,3555,2858,5327,ENTRY
2012,6,25,17,18,3062,2760,1798,3838,1171,2608,4183,2083,2302,2615,4925,4795,6473,ENTRY
2012,6,25,18,19,3772,2822,1591,4003,1119,2950,4719,2224,2022,3170,5923,5338,6718,ENTRY
2012,6,25,19,20,3573,2107,1056,3567,810,2190,3967,1911,1931,2278,5424,4421,5748,ENTRY
2012,6,25,20,21,3086,1489,815,2950,553,1356,3038,1332,1557,1267,4271,3257,4008,ENTRY
2012,6,25,21,22,2670,1012,382,1877,195,897,2132,1041,1235,723,3494,1429,2554,ENTRY
2012,6,25,22,23,4,29,25,114,38,200,469,318,373,284,789,563,662,ENTRY
2012,6,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,26,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,26,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,26,4,5,177,130,104,147,8,6,58,0,8,0,0,0,0,ENTRY
2012,6,26,5,6,3877,1883,1045,2454,160,175,1199,538,1017,248,419,746,2026,ENTRY
2012,6,26,6,7,9415,4425,1917,2911,440,660,2872,1494,2683,620,1147,1981,5488,ENTRY
2012,6,26,7,8,8870,5345,2620,2773,632,1164,3980,2221,3450,742,1450,2772,8649,ENTRY
2012,6,26,8,9,9922,4107,2157,3229,665,1189,3769,1984,3465,641,1301,2791,7768,ENTRY
2012,6,26,9,10,6751,2983,1830,3497,648,929,3279,1442,2797,599,1120,2186,5533,ENTRY
2012,6,26,10,11,3978,1797,1037,2713,415,642,2647,1216,2258,807,1191,1582,4394,ENTRY
2012,6,26,11,12,4363,2291,1371,3221,688,823,2544,1249,2081,840,1321,1583,4537,ENTRY
2012,6,26,12,13,3919,2060,1091,3338,627,911,2661,1136,2109,725,1559,1533,4364,ENTRY
2012,6,26,13,14,3456,1752,1093,3137,616,940,2763,1106,2008,742,1484,1524,4449,ENTRY
2012,6,26,14,15,2855,1804,1017,2952,640,1039,2732,1127,1960,999,2028,1655,4289,ENTRY
2012,6,26,15,16,2442,1728,999,2825,729,1344,3069,1330,1802,1147,2530,1927,4707,ENTRY
2012,6,26,16,17,2725,2235,1393,3142,882,1618,3360,1484,2015,1839,3790,2903,5301,ENTRY
2012,6,26,17,18,3540,3249,2005,4048,1379,2553,4312,2129,1663,2905,4975,4901,6832,ENTRY
2012,6,26,18,19,3620,2957,1407,4076,1064,2929,4427,2202,2076,2989,6131,5383,6749,ENTRY
2012,6,26,19,20,3406,2121,1082,3390,759,2007,4105,1905,1948,2183,5095,4398,5910,ENTRY
2012,6,26,20,21,3161,1609,799,2788,570,1439,3055,1394,1553,1314,4331,2747,4291,ENTRY
2012,6,26,21,22,2837,1069,407,1871,205,991,2210,1152,1311,870,3695,1562,3139,ENTRY
2012,6,26,22,23,1,55,33,127,28,202,522,356,390,309,850,634,680,ENTRY
2012,6,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,27,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,27,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,27,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,27,4,5,0,19,64,200,4,3,23,0,0,0,0,0,0,ENTRY
2012,6,27,5,6,3708,1873,1025,2283,160,189,1239,533,859,215,440,799,1236,ENTRY
2012,6,27,6,7,8996,4424,1992,3286,444,668,2739,1486,2580,564,1144,2019,3824,ENTRY
2012,6,27,7,8,10725,5471,2406,2806,694,1215,4154,2177,3792,817,1375,3048,6844,ENTRY
2012,6,27,8,9,8635,3914,2147,3122,653,1094,3688,1960,3533,677,1316,2561,6780,ENTRY
2012,6,27,9,10,6955,3068,1674,3448,628,941,3020,1469,2911,721,1187,2177,4893,ENTRY
2012,6,27,10,11,4601,2269,1279,3150,583,800,2511,1289,2314,799,1210,1754,3979,ENTRY
2012,6,27,11,12,4316,2203,1261,2920,648,860,2815,1236,2266,829,1274,1524,3908,ENTRY
2012,6,27,12,13,3860,2062,1128,3304,596,889,2920,1116,2155,720,1656,1625,4006,ENTRY
2012,6,27,13,14,3640,1902,1143,3075,560,995,2718,1130,2028,808,1679,1499,3999,ENTRY
2012,6,27,14,15,2927,1805,1022,3058,587,1198,2569,1160,1931,976,2098,1786,4087,ENTRY
2012,6,27,15,16,2560,1759,1121,2695,737,1311,3037,1312,1894,1136,2435,1849,4107,ENTRY
2012,6,27,16,17,2792,2116,1402,3308,897,1585,3471,1536,2072,1601,3818,2834,4700,ENTRY
2012,6,27,17,18,3426,3230,2034,4131,1370,2578,4564,2200,2582,3028,5251,5078,6027,ENTRY
2012,6,27,18,19,3827,3013,1438,4012,1062,2834,4377,2289,1977,3017,5971,5414,6039,ENTRY
2012,6,27,19,20,3400,2227,1050,3446,750,2058,4008,1868,1987,1991,5383,4242,4883,ENTRY
2012,6,27,20,21,3176,1563,775,2820,588,1438,3151,1345,1782,1406,4320,3156,3806,ENTRY
2012,6,27,21,22,2857,1009,464,2451,236,957,2293,1045,1322,784,3827,1632,2667,ENTRY
2012,6,27,22,23,33,64,41,176,37,242,534,353,410,352,864,600,790,ENTRY
2012,6,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,28,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,28,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,28,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,28,4,5,0,91,89,193,3,3,49,5,0,0,0,0,0,ENTRY
2012,6,28,5,6,3719,1594,936,2165,131,138,981,489,890,220,399,728,1869,ENTRY
2012,6,28,6,7,6893,4276,1971,3350,417,627,2617,1537,2466,563,1123,1992,4915,ENTRY
2012,6,28,7,8,9505,4697,2436,2892,630,1170,3953,2111,3577,742,1393,2966,8326,ENTRY
2012,6,28,8,9,10561,4699,2501,3210,653,1138,3815,1895,3460,658,1173,2511,7825,ENTRY
2012,6,28,9,10,6341,2839,1639,3165,561,870,3094,1533,2842,553,1175,1915,5409,ENTRY
2012,6,28,10,11,4563,2211,1300,2979,570,749,2451,1288,2209,701,1105,1472,4327,ENTRY
2012,6,28,11,12,4327,2077,1234,3238,622,857,2552,1227,2158,758,1247,1632,4360,ENTRY
2012,6,28,12,13,3673,1860,1067,3122,561,834,2533,1118,2024,817,1572,1614,4248,ENTRY
2012,6,28,13,14,3484,1902,1067,3116,601,937,2742,1087,1930,700,1706,1500,4224,ENTRY
2012,6,28,14,15,2765,1770,1062,2909,598,1150,2616,1188,1931,849,1986,1709,4052,ENTRY
2012,6,28,15,16,2392,1804,1002,2759,629,1283,3121,1290,1863,1188,2517,1846,4495,ENTRY
2012,6,28,16,17,2472,2145,1288,3076,845,1487,3277,1493,1942,1672,3733,2884,5208,ENTRY
2012,6,28,17,18,3318,2945,1717,3651,1222,2350,3764,2209,2246,2843,4694,4509,6579,ENTRY
2012,6,28,18,19,3580,2886,1369,4146,1046,2767,4360,2102,1775,2926,3829,5078,6492,ENTRY
2012,6,28,19,20,3374,2113,1002,3302,769,2035,3615,1775,1958,2202,6051,4168,5985,ENTRY
2012,6,28,20,21,3296,1581,735,2847,579,1405,3175,1490,1764,1335,4349,2986,3976,ENTRY
2012,6,28,21,22,2950,1028,458,1988,197,1121,2263,1044,1291,788,3925,1658,2828,ENTRY
2012,6,28,22,23,55,74,43,156,29,212,489,402,398,312,890,698,748,ENTRY
2012,6,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,29,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,29,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,6,29,4,5,0,52,81,171,3,0,36,0,0,0,0,0,0,ENTRY
2012,6,29,5,6,3532,1607,908,2051,123,167,1026,501,924,192,398,672,1736,ENTRY
2012,6,29,6,7,7973,4133,1901,3164,420,593,2188,1431,2506,548,1077,1880,4710,ENTRY
2012,6,29,7,8,10413,5116,2251,2572,639,1139,3465,2072,3583,728,1333,2833,8246,ENTRY
2012,6,29,8,9,9760,4591,2433,3863,676,1007,3177,2006,3426,666,1153,2598,7682,ENTRY
2012,6,29,9,10,6638,3033,1887,3445,623,882,2796,1455,3082,669,1203,2266,5846,ENTRY
2012,6,29,10,11,4492,2403,1602,3039,554,808,2350,1320,2359,806,1221,1659,4476,ENTRY
2012,6,29,11,12,4337,2191,1280,3197,595,866,2508,1250,2193,847,1407,1648,4737,ENTRY
2012,6,29,12,13,4318,2272,1283,3328,592,928,2714,1236,2283,833,1709,1783,4837,ENTRY
2012,6,29,13,14,4094,2161,1241,3342,615,1049,2715,1084,2135,807,1773,1650,4791,ENTRY
2012,6,29,14,15,3528,2139,1324,3223,679,1209,2584,1207,2081,1186,2173,1894,4980,ENTRY
2012,6,29,15,16,3108,2129,1322,3092,699,1433,3054,1443,2146,1314,2741,2176,5047,ENTRY
2012,6,29,16,17,3294,2498,1630,3520,926,1857,3459,1581,2406,1815,3687,3507,5477,ENTRY
2012,6,29,17,18,4020,3340,1995,4185,1351,2537,4067,2228,2517,2897,5015,5097,6675,ENTRY
2012,6,29,18,19,3955,3146,1494,4295,1085,2809,4490,2267,2285,3054,5609,5951,7182,ENTRY
2012,6,29,19,20,3837,2237,1118,3890,811,2250,3945,1916,2093,2188,5323,4618,6640,ENTRY
2012,6,29,20,21,3745,1627,832,3242,539,1358,3198,1483,1759,1418,4744,4539,5183,ENTRY
2012,6,29,21,22,2790,1163,465,2333,386,1060,2450,1153,1290,949,3664,2242,3662,ENTRY
2012,6,29,22,23,90,88,44,245,42,457,840,491,571,372,2044,651,877,ENTRY
2012,6,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
