YEAR,MONTH,DAY,START_HOUR,END_HOUR,NORTH,QUEZON,KAMUNING,CUBAO,SANTOLAN,ORTIGAS,SHAW,BONI,GUADALUPE,BUENDIA,AYALA,MAGALLANES,TAFT,ACTIVITY
2012,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,910,ENTRY
2012,1,1,6,7,220,109,37,23,0,0,34,0,0,0,0,0,1553,ENTRY
2012,1,1,7,8,702,387,197,579,44,88,478,167,334,155,296,394,2105,ENTRY
2012,1,1,8,9,1019,436,211,559,68,73,588,247,521,94,229,430,2276,ENTRY
2012,1,1,9,10,1345,543,346,855,69,115,748,304,696,76,253,551,2239,ENTRY
2012,1,1,10,11,2282,1030,475,1120,114,146,1037,445,1048,75,252,806,2235,ENTRY
2012,1,1,11,12,2722,1084,584,1578,100,182,1402,592,1321,86,266,931,2140,ENTRY
2012,1,1,12,13,2383,940,496,1462,144,193,1303,464,1260,98,346,764,2160,ENTRY
2012,1,1,13,14,2176,877,473,1638,107,207,1253,506,1221,86,412,743,2191,ENTRY
2012,1,1,14,15,2145,818,513,1625,116,263,1392,586,1321,100,515,754,2179,ENTRY
2012,1,1,15,16,2213,859,500,1697,186,306,1477,512,1279,133,597,799,2543,ENTRY
2012,1,1,16,17,2503,891,549,1769,157,374,1444,565,1308,132,604,813,2635,ENTRY
2012,1,1,17,18,2432,839,484,1623,149,381,1359,442,1226,115,595,883,2758,ENTRY
2012,1,1,18,19,2456,809,553,1695,139,362,1176,535,924,157,609,824,2590,ENTRY
2012,1,1,19,20,2445,682,476,1529,85,345,1045,358,683,141,620,670,2707,ENTRY
2012,1,1,20,21,2075,570,395,1424,79,336,836,262,767,73,1108,576,2358,ENTRY
2012,1,1,21,22,1708,263,189,1072,39,348,616,269,485,70,983,370,1734,ENTRY
2012,1,1,22,23,0,3,6,75,11,76,128,55,101,41,300,97,353,ENTRY
2012,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,2,4,5,0,64,53,85,3,0,24,0,0,0,0,0,0,ENTRY
2012,1,2,5,6,2880,1087,1149,1848,24,75,846,191,443,59,68,572,1630,ENTRY
2012,1,2,6,7,6443,3482,2150,2732,88,327,1653,597,1229,209,404,1587,4201,ENTRY
2012,1,2,7,8,9651,3639,1899,2716,165,634,2482,1153,2184,401,659,2262,6240,ENTRY
2012,1,2,8,9,6044,2795,1233,2731,135,501,2313,1087,2109,325,643,1984,5593,ENTRY
2012,1,2,9,10,6241,2224,1129,2942,152,441,2071,904,2087,308,596,1642,4502,ENTRY
2012,1,2,10,11,4391,1970,1085,3251,148,444,1799,862,1838,401,673,1534,4186,ENTRY
2012,1,2,11,12,4566,1901,1124,3592,212,525,2018,937,1824,413,844,1503,4165,ENTRY
2012,1,2,12,13,3940,1760,1027,3337,164,531,2215,934,1715,407,962,1471,4323,ENTRY
2012,1,2,13,14,3428,1688,982,3098,194,608,2225,927,1738,476,1096,1526,3824,ENTRY
2012,1,2,14,15,3115,1506,988,3165,238,860,2073,931,1688,685,1430,1584,3824,ENTRY
2012,1,2,15,16,3036,1580,977,3076,246,925,2569,1004,1585,728,1965,1722,4298,ENTRY
2012,1,2,16,17,3104,1630,1144,3428,371,1113,2689,1145,1914,1107,2751,2215,4572,ENTRY
2012,1,2,17,18,3489,2629,1603,3711,507,1673,3611,1655,1891,2300,3757,3810,5369,ENTRY
2012,1,2,18,19,3590,2036,1190,3705,450,2224,3896,1660,1801,2410,4425,4170,5288,ENTRY
2012,1,2,19,20,3463,1317,785,3276,349,1545,2993,1254,1262,1653,4086,2646,4301,ENTRY
2012,1,2,20,21,3039,913,642,2612,340,927,2305,869,1121,697,2920,1568,3144,ENTRY
2012,1,2,21,22,2728,676,382,1671,165,657,1828,585,950,499,2935,1074,2368,ENTRY
2012,1,2,22,23,17,39,25,111,23,123,286,248,302,211,569,378,546,ENTRY
2012,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,3,4,5,0,87,85,102,15,2,44,0,0,0,0,0,0,ENTRY
2012,1,3,5,6,3441,1385,1017,2059,165,128,953,285,640,96,223,629,1810,ENTRY
2012,1,3,6,7,8664,3570,1915,3149,399,458,2201,1029,1896,387,705,1779,4500,ENTRY
2012,1,3,7,8,9777,4338,2188,2755,649,868,3063,1635,2803,591,987,3205,7288,ENTRY
2012,1,3,8,9,9604,3669,1680,3305,744,798,3035,1545,2921,523,929,2517,7130,ENTRY
2012,1,3,9,10,6022,2565,1429,3033,741,677,2546,1288,2711,565,914,2183,5546,ENTRY
2012,1,3,10,11,5197,2235,1249,2853,728,718,2336,1054,2174,603,926,1786,4549,ENTRY
2012,1,3,11,12,4473,2189,1253,3051,834,709,2392,1058,2020,644,1127,1765,4840,ENTRY
2012,1,3,12,13,3844,1966,1038,2975,720,716,2530,1035,1920,651,1322,1586,4337,ENTRY
2012,1,3,13,14,3663,1868,1032,3053,859,784,2399,929,1876,715,1440,1580,4123,ENTRY
2012,1,3,14,15,3191,1824,1108,2813,946,1012,2743,1117,1754,875,1738,1708,4056,ENTRY
2012,1,3,15,16,2862,1674,1035,2800,927,1134,2933,1170,1638,1037,2356,1912,4611,ENTRY
2012,1,3,16,17,3045,1897,1142,2827,998,1341,3017,1262,1824,1512,3198,2604,4489,ENTRY
2012,1,3,17,18,3612,2966,1869,3530,1498,2253,4094,2047,2187,2682,4473,4594,5669,ENTRY
2012,1,3,18,19,3563,2518,1408,3788,1238,2717,4464,2072,2010,2891,5535,5150,5891,ENTRY
2012,1,3,19,20,3428,1840,996,3206,971,1913,3512,1664,1663,1907,4814,3386,4670,ENTRY
2012,1,3,20,21,3409,1280,669,2867,722,1238,2752,1282,1284,1101,3646,2305,3635,ENTRY
2012,1,3,21,22,2923,917,437,1901,152,784,2201,723,1192,613,3468,1394,2532,ENTRY
2012,1,3,22,23,0,18,26,70,23,142,346,295,389,250,777,442,589,ENTRY
2012,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,4,4,5,188,81,31,125,0,2,38,0,0,0,0,0,0,ENTRY
2012,1,4,5,6,3150,1179,740,1525,125,116,775,374,636,134,241,563,1367,ENTRY
2012,1,4,6,7,6039,3526,1739,2589,300,485,2031,1159,2023,447,832,1605,3666,ENTRY
2012,1,4,7,8,9342,4951,2352,2696,527,874,3508,1994,2860,652,1157,3148,7368,ENTRY
2012,1,4,8,9,8121,4103,2270,2517,603,978,3400,1791,3089,570,1006,2759,7198,ENTRY
2012,1,4,9,10,7495,3013,1540,2329,561,828,3152,1403,2881,535,1005,2203,5760,ENTRY
2012,1,4,10,11,4687,2259,1308,2751,495,641,2527,1096,2247,556,1037,1828,5043,ENTRY
2012,1,4,11,12,4128,2098,1142,2668,586,749,2563,1205,2113,721,1154,1752,4739,ENTRY
2012,1,4,12,13,3783,2107,1123,2491,472,744,2534,1060,2031,638,1373,1544,4717,ENTRY
2012,1,4,13,14,3498,1901,1009,2665,575,896,2587,1072,1929,732,1512,1555,4414,ENTRY
2012,1,4,14,15,2959,1857,1064,2462,677,1172,2824,1252,1887,956,1860,1798,4336,ENTRY
2012,1,4,15,16,2775,1660,994,2455,747,1246,2937,1157,1875,1120,2402,2100,4818,ENTRY
2012,1,4,16,17,2894,2024,1192,2589,826,1448,3338,1285,2102,1521,3327,2849,5563,ENTRY
2012,1,4,17,18,3503,3218,1902,3223,1241,2421,4137,1992,2316,2766,4534,4650,6204,ENTRY
2012,1,4,18,19,3516,2665,1432,3166,1060,2738,4773,2153,2094,2973,5623,5135,6465,ENTRY
2012,1,4,19,20,3372,1871,959,2774,729,2057,3728,1854,1728,2243,4971,3677,5680,ENTRY
2012,1,4,20,21,3231,1343,709,2440,513,1240,2862,1251,1464,1196,4116,2320,4347,ENTRY
2012,1,4,21,22,2903,980,436,1665,184,902,2371,917,1105,793,3480,1602,3109,ENTRY
2012,1,4,22,23,1,20,32,67,32,161,382,356,337,283,820,508,781,ENTRY
2012,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,5,4,5,90,61,0,38,0,4,41,0,0,0,0,0,0,ENTRY
2012,1,5,5,6,3519,1429,411,2023,120,122,830,373,669,149,233,647,1557,ENTRY
2012,1,5,6,7,7779,3807,942,2676,344,496,2258,1297,2082,472,897,1795,4272,ENTRY
2012,1,5,7,8,10385,4990,1271,2553,569,953,3459,1984,3306,699,1264,3108,7665,ENTRY
2012,1,5,8,9,9313,3803,786,2516,615,932,3474,1821,3135,642,1019,2751,7386,ENTRY
2012,1,5,9,10,6831,2977,565,2790,487,760,2903,1442,2652,607,1039,2304,5892,ENTRY
2012,1,5,10,11,4522,2222,603,2518,576,704,2522,1115,2245,693,1084,1751,4262,ENTRY
2012,1,5,11,12,4244,2158,588,2616,544,786,2528,1197,2137,768,1231,1745,4560,ENTRY
2012,1,5,12,13,3654,2004,1107,2530,511,759,2551,1105,2058,704,1474,1627,4082,ENTRY
2012,1,5,13,14,3563,1876,1033,2326,550,878,2566,971,1843,757,1521,1618,4070,ENTRY
2012,1,5,14,15,2919,1775,997,2419,689,1126,2755,1100,1894,885,2027,1799,4161,ENTRY
2012,1,5,15,16,2575,1681,911,2480,687,1148,2905,1202,1827,1123,2359,2093,4534,ENTRY
2012,1,5,16,17,2728,2096,1252,2710,845,1524,3425,1311,2128,1669,3435,2822,4931,ENTRY
2012,1,5,17,18,3332,3094,1860,3252,1271,2571,4221,1987,2335,2719,4707,4714,5609,ENTRY
2012,1,5,18,19,3501,2786,1488,3617,1029,2713,4761,2184,2074,3105,5853,5233,6461,ENTRY
2012,1,5,19,20,3433,1910,1041,3260,778,2124,3814,1785,1806,2112,5009,3805,5118,ENTRY
2012,1,5,20,21,3365,1460,763,2826,566,1395,2963,1409,1531,1137,4070,2450,3984,ENTRY
2012,1,5,21,22,3030,1040,467,2009,180,909,2274,991,1097,786,3784,1662,2874,ENTRY
2012,1,5,22,23,0,24,33,92,24,170,421,355,447,310,836,442,691,ENTRY
2012,1,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,6,4,5,4,76,57,101,4,7,10,0,1,0,0,0,0,ENTRY
2012,1,6,5,6,3553,1356,812,1364,107,123,972,368,725,133,249,588,969,ENTRY
2012,1,6,6,7,8194,3775,1814,3575,348,463,2140,1214,2021,460,837,1787,2773,ENTRY
2012,1,6,7,8,11288,4631,2133,3744,505,964,3447,2025,3332,671,1198,3022,4800,ENTRY
2012,1,6,8,9,8568,3737,1628,3623,572,920,3633,1840,3322,610,1028,2763,4751,ENTRY
2012,1,6,9,10,6903,3195,1590,3539,556,879,3062,1492,2891,608,1117,2478,3715,ENTRY
2012,1,6,10,11,4771,2393,1337,3472,552,794,2609,1287,2313,783,1148,1952,2997,ENTRY
2012,1,6,11,12,4329,2286,1218,3337,620,907,2631,1222,2103,772,1337,1740,2791,ENTRY
2012,1,6,12,13,4589,2194,1339,3517,576,897,2944,1227,2293,733,1514,1914,2840,ENTRY
2012,1,6,13,14,3690,2250,1161,3648,594,948,2820,1018,2095,794,1764,1900,2863,ENTRY
2012,1,6,14,15,3485,1972,1247,3326,685,1134,3062,1152,2085,1044,1971,2155,2717,ENTRY
2012,1,6,15,16,2912,2061,1218,3456,696,1443,3139,1280,2081,1298,2626,2381,3038,ENTRY
2012,1,6,16,17,3047,2353,1473,3594,983,1528,3604,1487,2087,1880,3558,3323,3252,ENTRY
2012,1,6,17,18,3621,3396,1984,4315,1228,2552,4592,2021,2380,2742,4398,5104,4107,ENTRY
2012,1,6,18,19,3953,2885,1426,4091,1025,2821,4820,2220,2258,3136,6123,5342,4315,ENTRY
2012,1,6,19,20,3599,2014,1004,3198,710,2178,4107,1845,1969,2075,4826,3986,3729,ENTRY
2012,1,6,20,21,3558,1540,775,2903,511,1237,3005,1386,1637,1283,4017,2710,2755,ENTRY
2012,1,6,21,22,2726,1169,495,2208,355,932,2061,1021,1100,761,3252,1727,2141,ENTRY
2012,1,6,22,23,2,22,28,147,31,304,747,401,401,326,1838,506,539,ENTRY
2012,1,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,7,4,5,0,11,41,119,2,5,0,5,11,0,0,0,0,ENTRY
2012,1,7,5,6,2397,969,565,2025,18,95,696,291,504,130,143,483,1640,ENTRY
2012,1,7,6,7,3649,1827,951,2637,54,327,1529,730,1286,353,447,1233,4127,ENTRY
2012,1,7,7,8,5127,2339,1019,2868,85,473,2283,1242,2231,470,649,1893,6858,ENTRY
2012,1,7,8,9,5008,2534,1089,2960,140,494,2321,1187,2428,384,554,1937,6827,ENTRY
2012,1,7,9,10,5496,2224,1011,2963,142,513,2261,1157,2359,387,603,1664,6469,ENTRY
2012,1,7,10,11,3975,1887,821,2825,138,400,2093,994,2104,415,636,1497,5334,ENTRY
2012,1,7,11,12,3728,1848,839,3402,147,490,2220,1130,1806,423,720,1485,5960,ENTRY
2012,1,7,12,13,4005,2063,933,3481,194,759,2472,1112,2250,662,1089,1888,6282,ENTRY
2012,1,7,13,14,3341,1726,706,3437,190,734,2491,1051,2066,604,1329,1670,5936,ENTRY
2012,1,7,14,15,2922,1536,752,3080,181,762,2582,1097,1959,650,1148,1638,5619,ENTRY
2012,1,7,15,16,2907,1585,753,3260,253,867,2788,1267,1803,803,1468,2031,6054,ENTRY
2012,1,7,16,17,3374,1708,917,3592,286,1107,3184,1292,2064,1174,2101,2861,7240,ENTRY
2012,1,7,17,18,3697,2090,1179,3560,410,1352,3077,1367,2020,1155,2070,3146,8021,ENTRY
2012,1,7,18,19,3597,1694,791,3896,336,1231,2884,1248,1715,873,1928,2735,6979,ENTRY
2012,1,7,19,20,3458,1281,671,3326,411,1058,2586,846,1451,581,2018,1991,6585,ENTRY
2012,1,7,20,21,2813,1004,477,2933,321,680,2014,665,1093,342,1298,1367,4734,ENTRY
2012,1,7,21,22,2264,645,268,2208,284,569,1544,557,804,268,1318,974,3346,ENTRY
2012,1,7,22,23,3,10,25,95,24,193,583,179,283,128,1231,321,712,ENTRY
2012,1,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,8,4,5,0,30,20,26,4,0,0,0,0,0,0,0,0,ENTRY
2012,1,8,5,6,1289,493,312,463,109,56,455,155,336,75,153,272,692,ENTRY
2012,1,8,6,7,1410,799,437,840,172,132,714,382,700,212,558,569,1283,ENTRY
2012,1,8,7,8,1609,895,409,1083,263,234,1056,479,1071,224,780,865,2031,ENTRY
2012,1,8,8,9,2443,1297,545,1307,355,234,1313,587,1429,254,750,941,2561,ENTRY
2012,1,8,9,10,2931,1370,622,1688,424,245,1612,774,1762,205,731,1083,3016,ENTRY
2012,1,8,10,11,2304,1093,504,1537,323,219,1425,777,1518,162,744,959,2977,ENTRY
2012,1,8,11,12,2749,1291,627,1663,376,317,1469,808,1643,206,896,1048,3352,ENTRY
2012,1,8,12,13,2075,1124,646,1651,399,309,1562,800,1377,178,917,899,2967,ENTRY
2012,1,8,13,14,2189,1016,548,2026,364,353,1525,722,1431,202,920,965,2970,ENTRY
2012,1,8,14,15,2100,1070,526,1580,408,468,1717,791,1454,249,1589,947,2811,ENTRY
2012,1,8,15,16,2083,1000,687,1621,426,566,1773,820,1394,368,1900,1181,3307,ENTRY
2012,1,8,16,17,2362,988,614,1698,458,644,1731,744,1389,296,2326,1052,3365,ENTRY
2012,1,8,17,18,2578,998,630,1658,598,552,1786,687,1325,302,2034,1316,3427,ENTRY
2012,1,8,18,19,2543,944,560,1578,444,653,1819,640,1119,237,2347,1102,2899,ENTRY
2012,1,8,19,20,2638,712,488,1325,296,786,1806,532,1004,191,2426,906,2846,ENTRY
2012,1,8,20,21,2250,698,412,1206,329,624,1563,455,877,142,2403,732,2147,ENTRY
2012,1,8,21,22,1936,439,226,897,100,608,1781,386,633,135,2856,650,1667,ENTRY
2012,1,8,22,23,2,10,11,21,10,76,257,142,287,53,453,257,373,ENTRY
2012,1,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,9,4,5,0,89,87,148,11,4,0,3,0,0,0,0,0,ENTRY
2012,1,9,5,6,4112,1572,1180,2653,113,115,1032,277,769,75,129,40,2071,ENTRY
2012,1,9,6,7,7905,4515,2213,3802,389,431,2337,937,2024,271,476,122,5170,ENTRY
2012,1,9,7,8,8090,5001,2427,3745,542,842,3448,1808,3314,476,885,203,7895,ENTRY
2012,1,9,8,9,10899,4284,1912,3673,656,1024,3378,1673,3286,469,948,176,8079,ENTRY
2012,1,9,9,10,7698,3521,1924,4036,593,812,2974,1323,2685,496,891,155,6527,ENTRY
2012,1,9,10,11,5949,2618,1583,4112,612,766,2464,1115,2200,640,992,171,5182,ENTRY
2012,1,9,11,12,4919,2351,1370,4087,589,839,2566,1148,2089,702,1232,145,4875,ENTRY
2012,1,9,12,13,4397,2163,1207,4124,564,832,2698,1028,2111,770,1368,157,4378,ENTRY
2012,1,9,13,14,3833,2077,1078,3660,610,892,2524,1022,2015,774,1631,163,4474,ENTRY
2012,1,9,14,15,3491,1970,1122,3871,665,1136,2811,1175,2008,1002,1906,224,4770,ENTRY
2012,1,9,15,16,3076,1791,1174,3529,659,1230,3081,1452,1861,1237,2513,215,4637,ENTRY
2012,1,9,16,17,3030,2112,1299,4032,925,1602,3398,1734,2200,1704,3227,417,5092,ENTRY
2012,1,9,17,18,3862,3269,1916,4740,1277,2509,4325,2077,2444,2789,4617,937,6604,ENTRY
2012,1,9,18,19,4126,2860,1585,4970,1047,2847,4727,2103,2242,3156,5794,1107,6586,ENTRY
2012,1,9,19,20,3850,1887,1071,4030,808,2211,3945,1649,1813,2065,4989,625,5367,ENTRY
2012,1,9,20,21,3720,1413,763,3550,531,1440,3163,1169,1575,1380,4614,1453,3573,ENTRY
2012,1,9,21,22,3167,1036,445,3002,236,912,2162,870,1272,748,2842,1515,3220,ENTRY
2012,1,9,22,23,1,25,30,389,32,168,387,344,415,320,720,471,607,ENTRY
2012,1,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,10,4,5,0,93,64,153,13,13,13,4,0,0,0,0,0,ENTRY
2012,1,10,5,6,3306,1408,922,1965,117,141,1049,367,742,147,216,647,1717,ENTRY
2012,1,10,6,7,6384,3882,1882,3285,368,473,2387,1293,2154,441,917,1882,4317,ENTRY
2012,1,10,7,8,9363,5269,2540,2871,557,973,3620,2081,3561,677,1196,2971,8211,ENTRY
2012,1,10,8,9,8746,4019,1917,3493,650,1146,3623,1920,3485,599,1149,3244,7824,ENTRY
2012,1,10,9,10,6145,3005,1534,3297,606,875,3297,1524,2989,646,1083,2490,6226,ENTRY
2012,1,10,10,11,4523,2480,1286,3067,575,810,2803,1197,2326,737,1244,1963,4721,ENTRY
2012,1,10,11,12,4041,2162,1244,3173,617,885,2702,1240,2114,760,1328,1864,4726,ENTRY
2012,1,10,12,13,3712,1991,1239,3154,570,933,2736,1083,2040,791,1433,1760,4159,ENTRY
2012,1,10,13,14,3734,1914,1071,3173,596,909,2731,1132,1940,752,1600,1890,4430,ENTRY
2012,1,10,14,15,2722,1865,1162,2955,680,1140,2853,1192,1972,1007,1988,1888,4646,ENTRY
2012,1,10,15,16,2627,1941,1197,2938,715,1284,3202,1135,1858,1214,2439,2151,4840,ENTRY
2012,1,10,16,17,2821,2109,1341,3234,907,1600,3428,1514,2058,1815,3382,3084,5473,ENTRY
2012,1,10,17,18,3554,3141,1963,3661,1350,2479,4305,2005,2386,2926,4822,5033,6568,ENTRY
2012,1,10,18,19,3528,2978,1490,4116,1128,2872,4870,2290,2265,3160,5193,5376,6360,ENTRY
2012,1,10,19,20,3222,1939,948,3336,695,2111,3981,1884,1748,2101,5173,3840,5405,ENTRY
2012,1,10,20,21,3530,1547,738,2986,531,1459,2966,1390,1553,1391,4614,2527,3681,ENTRY
2012,1,10,21,22,2996,1088,463,2228,216,932,2238,1069,1197,903,3372,1716,3019,ENTRY
2012,1,10,22,23,96,42,35,131,32,157,450,372,408,300,901,567,762,ENTRY
2012,1,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,11,4,5,207,109,78,137,0,5,0,0,0,0,0,0,0,ENTRY
2012,1,11,5,6,3430,1420,819,1983,143,116,890,378,780,150,275,666,1649,ENTRY
2012,1,11,6,7,8149,3764,1861,3340,358,505,2295,1313,2122,478,847,1877,4260,ENTRY
2012,1,11,7,8,8702,5113,1897,3005,607,992,3763,2052,3642,716,1281,3080,7903,ENTRY
2012,1,11,8,9,9622,4050,2014,3272,659,1083,3755,1879,3401,648,1094,2954,7538,ENTRY
2012,1,11,9,10,7261,3335,1587,3198,532,939,3051,1488,3079,638,1013,2445,6145,ENTRY
2012,1,11,10,11,4846,2501,1290,3134,560,753,2723,1248,2342,721,1145,1835,5001,ENTRY
2012,1,11,11,12,4446,2230,1179,3221,604,898,2671,1270,2100,798,1360,1662,4647,ENTRY
2012,1,11,12,13,3813,2088,1208,3032,522,823,2506,1154,2052,738,1472,1969,4657,ENTRY
2012,1,11,13,14,3457,2034,1080,2975,592,954,2623,1100,2120,812,1574,1828,4506,ENTRY
2012,1,11,14,15,2999,1880,986,2947,702,1155,2803,1196,1970,991,2010,1750,4400,ENTRY
2012,1,11,15,16,2691,1825,1108,2953,704,1323,3029,1232,1842,1223,2108,2157,5057,ENTRY
2012,1,11,16,17,2941,2254,1354,3143,912,1666,3464,1407,2076,1811,3593,2947,5368,ENTRY
2012,1,11,17,18,3681,3328,2042,3876,1365,2605,4331,2061,2485,2831,5026,5372,6695,ENTRY
2012,1,11,18,19,3509,2938,1449,3953,1144,2847,4828,2309,2248,3198,5373,5260,6569,ENTRY
2012,1,11,19,20,3347,1886,1060,3262,784,2148,3807,1720,1846,2215,5304,4003,5853,ENTRY
2012,1,11,20,21,3363,1551,771,3145,489,1365,2934,1393,1610,1316,4095,2487,4333,ENTRY
2012,1,11,21,22,2959,1017,475,2307,168,918,2171,1033,1214,854,3592,1621,3172,ENTRY
2012,1,11,22,23,0,37,43,122,25,155,400,398,395,311,769,562,848,ENTRY
2012,1,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,12,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,ENTRY
2012,1,12,4,5,168,23,79,133,0,7,37,0,6,0,0,0,0,ENTRY
2012,1,12,5,6,3318,1473,820,1962,138,121,995,401,715,145,243,680,1547,ENTRY
2012,1,12,6,7,8590,3900,1851,3289,369,554,2293,1265,2126,453,933,1911,4258,ENTRY
2012,1,12,7,8,10492,4842,2299,3201,563,1006,3575,2010,3676,685,1241,3112,8178,ENTRY
2012,1,12,8,9,9068,4075,1847,3489,637,962,3699,1921,3338,613,1080,2915,7477,ENTRY
2012,1,12,9,10,6968,3089,1551,3195,568,811,2984,1475,2836,636,1132,2323,5772,ENTRY
2012,1,12,10,11,4570,2393,1366,3180,607,809,2561,1212,2241,716,1053,1558,4550,ENTRY
2012,1,12,11,12,4145,2028,1269,3099,625,810,2506,1267,2118,756,1303,2033,4338,ENTRY
2012,1,12,12,13,3741,2018,1132,2971,533,831,2654,1152,2024,690,1474,1780,4186,ENTRY
2012,1,12,13,14,3378,1885,1064,3050,593,897,2506,992,1975,770,1702,1759,4272,ENTRY
2012,1,12,14,15,2867,1795,1022,2766,647,1085,2627,1148,1754,967,1990,1810,3854,ENTRY
2012,1,12,15,16,2556,1669,1070,2820,748,1069,2595,1007,1359,1126,1719,1416,4125,ENTRY
2012,1,12,16,17,2763,2085,1305,3059,778,1639,3209,1477,2078,1692,3318,2884,5008,ENTRY
